GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
73722	438882276	559759	169.453	0.216	36.84808	-98.215556
73724	396168291	33736870	152.961	13.026	36.052152	-98.663719
73726	275345330	223394	106.311	0.086	36.587781	-98.497112
73727	98165492	77311	37.902	0.03	36.499524	-98.041755
73728	590981738	620667	228.179	0.24	36.747447	-98.372585
73729	148107091	370365	57.184	0.143	36.422428	-98.476608
73730	148491148	181426	57.333	0.07	36.320793	-97.539278
73731	98065679	32200	37.863	0.012	36.644994	-98.603442
73733	133458641	14028	51.529	0.005	36.254662	-97.68794
73734	268679876	3657999	103.738	1.412	35.978388	-97.863019
73735	91534666	136767	35.342	0.053	36.280361	-98.062871
73736	143509429	530388	55.409	0.205	36.340239	-97.68173
73737	839090688	2604702	323.975	1.006	36.299427	-98.640493
73738	266254559	1067840	102.801	0.412	36.451015	-97.552
73739	125926115	296182	48.62	0.114	36.514327	-98.143749
73741	274664264	518202	106.048	0.2	36.557445	-98.256726
73742	603568570	3912901	233.039	1.511	36.095059	-97.93465
73743	14390360	18842	5.556	0.007	36.577272	-98.012769
73744	235623644	69587	90.975	0.027	35.947878	-98.306188
73746	1335229	0	0.516	0.	36.685121	-98.657712
73747	108410424	497228	41.858	0.192	36.22789	-98.331843
73749	205147161	2546552	79.208	0.983	36.716824	-98.154935
73750	688265129	5330646	265.741	2.058	35.852688	-97.952208
73753	168517851	80111	65.065	0.031	36.555251	-97.863739
73754	94581955	116480	36.518	0.045	36.39819	-98.096146
73755	191038023	131000	73.76	0.051	36.138248	-98.564778
73756	213195774	1228003	82.315	0.474	35.979497	-98.130059
73757	89742459	369298	34.65	0.143	36.28689	-97.458191
73758	243554285	380981	94.037	0.147	36.950248	-98.081048
73759	984240363	1153896	380.017	0.446	36.860105	-97.720424
73760	154137310	855359	59.513	0.33	36.371004	-98.169059
73761	262178710	769929	101.228	0.297	36.68291	-98.043453
73762	486823897	5293273	187.964	2.044	35.713187	-97.964437
73763	516206329	795751	199.308	0.307	36.093704	-98.325804
73764	128824698	369742	49.739	0.143	35.854734	-98.201695
73766	395621934	3166440	152.75	1.223	36.655593	-97.825727
73768	339473342	1718932	131.071	0.664	36.354754	-98.292563
73771	349658701	193318	135.004	0.075	36.875804	-97.973133
73772	632883948	628596	244.358	0.243	35.863246	-98.430296
73773	275347602	69231	106.312	0.027	36.265726	-97.920476
73801	1241816787	7272852	479.468	2.808	36.485433	-99.412748
73832	1186392706	181014	458.069	0.07	36.049393	-99.689049
73834	1056635066	2240574	407.969	0.865	36.846523	-99.540299
73835	359600694	725158	138.843	0.28	35.968551	-99.218586
73838	372757559	309667	143.923	0.12	36.237873	-98.895489
73840	448882304	82976	173.314	0.032	36.356161	-99.614847
73841	98150901	0	37.896	0.	36.558878	-99.624135
73842	1129809212	6644705	436.222	2.566	36.81834	-99.198573
73843	830058764	61207	320.487	0.024	36.398532	-99.814293
73844	880260899	5802973	339.871	2.241	36.870963	-100.142214
73848	1576230354	610429	608.586	0.236	36.660888	-100.012458
73851	127228501	0	49.123	0.	36.591396	-99.806561
73852	1052414644	307370	406.34	0.119	36.47926	-99.120104
73853	340867264	1670	131.61	0.001	36.241563	-99.147365
73855	350038089	2600538	135.15	1.004	36.917876	-99.86774
73857	163559233	16033	63.151	0.006	36.270809	-99.332734
73858	643332431	626809	248.392	0.242	36.179173	-99.921531
73859	488555682	214026	188.632	0.083	36.126497	-99.29966
73860	875170372	2304375	337.905	0.89	36.542527	-98.842859
73901	32270217	93688	12.46	0.036	36.740055	-101.017225
73931	665401571	352540	256.913	0.136	36.608697	-100.797981
73932	1439626560	609883	555.843	0.235	36.70692	-100.492472
73933	2694597544	5467797	1040.39	2.111	36.740858	-102.579737
73937	453782012	2055274	175.206	0.794	36.554897	-102.79591
73938	513219698	141843	198.155	0.055	36.932374	-100.578761
73939	861428411	4022094	332.599	1.553	36.776778	-101.789896
73942	1614595882	6556450	623.399	2.531	36.738486	-101.506398
73944	578271342	340765	223.272	0.132	36.594634	-101.107049
73945	999518446	2954404	385.916	1.141	36.826905	-101.232916
73946	465573928	6017921	179.759	2.324	36.935479	-102.80408
73947	855256866	549458	330.217	0.212	36.827673	-102.149096
73949	1360808930	5995229	525.411	2.315	36.581136	-101.915456
73950	565288745	137997	218.259	0.053	36.854789	-100.89497
73951	248222170	802925	95.839	0.31	36.942874	-101.053915
74001	15542177	122085	6.001	0.047	36.493354	-96.082863
74002	374131386	2646491	144.453	1.022	36.557219	-96.143009
74003	315928257	2255624	121.981	0.871	36.728268	-96.067573
74006	230030769	1402260	88.815	0.541	36.712522	-95.895054
74008	205037178	8336723	79.165	3.219	35.924499	-95.877707
74010	851229340	10953028	328.661	4.229	35.814605	-96.364082
74011	61280395	5110126	23.66	1.973	35.981812	-95.809191
74012	64125394	99731	24.759	0.039	36.051418	-95.805731
74014	272574323	3353497	105.242	1.295	36.054619	-95.679758
74015	148136086	1844754	57.196	0.712	36.18047	-95.702781
74016	387957936	895536	149.791	0.346	36.545156	-95.45126
74017	373905946	4452738	144.366	1.719	36.390927	-95.587689
74019	285266244	2363362	110.142	0.912	36.284765	-95.603194
74020	176582860	32376999	68.179	12.501	36.246194	-96.42075
74021	178369802	743684	68.869	0.287	36.383823	-95.842015
74022	306395602	23185668	118.3	8.952	36.944304	-95.987736
74023	456178673	4386309	176.132	1.694	35.958944	-96.751382
74026	6342205	72825	2.449	0.028	35.711744	-96.761978
74027	238737808	428820	92.177	0.166	36.788597	-95.586008
74028	263468113	4106959	101.726	1.586	35.786264	-96.520013
74029	134247387	277085	51.833	0.107	36.822884	-95.889907
74030	178229713	892288	68.815	0.345	35.986096	-96.558775
74032	267248149	2927243	103.185	1.13	36.20693	-96.898778
74033	30798279	0	11.891	0.	35.945896	-96.007517
74034	8439082	0	3.258	0.	36.226415	-96.578976
74035	624459729	19481527	241.105	7.522	36.421383	-96.388232
74036	318684288	3323699	123.045	1.283	36.158187	-95.5066
74037	37660448	3263272	14.541	1.26	35.998551	-95.97989
74038	250698397	1469420	96.795	0.567	36.156887	-96.559215
74039	169400274	2622375	65.406	1.013	35.901719	-96.236557
74041	19287591	248268	7.447	0.096	35.941758	-96.05617
74042	147823297	1499871	57.075	0.579	36.858607	-95.577942
74044	209778124	28687872	80.996	11.076	36.09673	-96.382612
74045	116054189	41328	44.809	0.016	36.221128	-96.708163
74046	2234280	16776	0.863	0.006	35.75095	-96.559172
74047	257543404	921493	99.438	0.356	35.85328	-96.010854
74048	540656849	3713852	208.749	1.434	36.695375	-95.658799
74050	631816	0	0.244	0.	36.072824	-96.064581
74051	87116388	1143460	33.636	0.441	36.61401	-95.955767
74052	37642888	711056	14.534	0.275	36.084817	-96.57997
74053	102379993	625551	39.529	0.242	36.430484	-95.731944
74054	73708559	15276436	28.459	5.898	36.28199	-96.353125
74055	132256140	322701	51.064	0.125	36.276728	-95.818917
74056	1692279210	18096390	653.393	6.987	36.795306	-96.330856
74058	667149906	8562253	257.588	3.306	36.362625	-96.758594
74059	299085689	3026662	115.478	1.169	35.971732	-97.067586
74060	37495833	3748928	14.477	1.447	36.271975	-96.246207
74061	237805313	1439272	91.817	0.556	36.533125	-95.892635
74062	81608107	2687937	31.509	1.038	36.037717	-96.90095
74063	351604833	19979197	135.755	7.714	36.150767	-96.19959
74066	328392081	4032878	126.793	1.557	35.994279	-96.150808
74068	1974958	9701	0.763	0.004	35.907256	-96.577887
74070	488231200	26045385	188.507	10.056	36.400791	-96.087994
74071	19416651	303180	7.497	0.117	35.777851	-96.277564
74072	293143821	389635	113.183	0.15	36.951523	-95.534407
74073	121404484	9087078	46.875	3.509	36.293011	-96.026061
74074	341037843	6547168	131.675	2.528	36.078949	-97.074012
74075	239777925	14973782	92.579	5.781	36.169107	-97.083365
74078	628692	0	0.243	0.	36.124091	-97.070469
74079	454393258	7980147	175.442	3.081	35.746371	-96.655296
74080	259272981	789538	100.106	0.305	36.542107	-95.749012
74081	88272629	5546040	34.082	2.141	36.180517	-96.451507
74082	201728	0	0.078	0.	36.450442	-95.881477
74083	270947600	520113	104.613	0.201	36.87921	-95.753383
74084	157442722	116113	60.789	0.045	36.528853	-96.361515
74085	241148184	1378669	93.108	0.532	36.110793	-96.722608
74103	1477711	0	0.571	0.	36.155599	-95.994556
74104	7050564	0	2.722	0.	36.146467	-95.954003
74105	18854034	792782	7.28	0.306	36.097442	-95.961087
74106	19603848	6586	7.569	0.003	36.191942	-95.98515
74107	66681371	3219429	25.746	1.243	36.11488	-96.032371
74108	21110211	19620	8.151	0.008	36.140188	-95.789544
74110	15329007	6436	5.919	0.002	36.188283	-95.953083
74112	17473808	68187	6.747	0.026	36.147036	-95.902328
74114	12585388	278522	4.859	0.108	36.126943	-95.946695
74115	40596014	1939373	15.674	0.749	36.199308	-95.90889
74116	46508050	170461	17.957	0.066	36.188756	-95.842573
74117	31656597	247175	12.223	0.095	36.246042	-95.901615
74119	2035687	0	0.786	0.	36.142083	-95.989179
74120	5526564	4742	2.134	0.002	36.150734	-95.97737
74126	62079440	224990	23.969	0.087	36.241938	-96.025835
74127	63132237	2895743	24.375	1.118	36.173134	-96.046424
74128	9548042	34516	3.687	0.013	36.146681	-95.852421
74129	10771851	48654	4.159	0.019	36.12585	-95.871575
74130	10505774	37440	4.056	0.014	36.241454	-95.956565
74131	25782910	187193	9.955	0.072	36.05359	-96.065132
74132	31547739	1153937	12.181	0.446	36.048782	-96.016734
74133	35635471	52197	13.759	0.02	36.039275	-95.877463
74134	28554465	1060022	11.025	0.409	36.10981	-95.797189
74135	15682540	0	6.055	0.	36.097304	-95.923316
74136	20947612	1070202	8.088	0.413	36.0624	-95.941457
74137	26796290	1104977	10.346	0.427	36.022431	-95.930573
74145	15726092	33270	6.072	0.013	36.097138	-95.890482
74146	13192622	20312	5.094	0.008	36.099209	-95.855543
74301	1026391581	9190792	396.292	3.549	36.677726	-95.224726
74330	251290298	3052972	97.024	1.179	36.437107	-95.272373
74331	290932455	55921217	112.33	21.591	36.639422	-94.940409
74332	177277337	2393651	68.447	0.924	36.516971	-95.22863
74333	232201938	319827	89.654	0.123	36.793909	-95.082138
74337	238122962	9762974	91.94	3.77	36.140741	-95.336936
74338	429599892	1347700	165.869	0.52	36.257119	-94.731772
74339	8902478	0	3.437	0.	36.933947	-94.87971
74340	4660198	4142338	1.799	1.599	36.47523	-95.023102
74342	193442803	14016063	74.689	5.412	36.429301	-94.933848
74343	166737163	13063635	64.378	5.044	36.736252	-94.82092
74344	231760204	45852313	89.483	17.704	36.595479	-94.740655
74346	574194896	20576102	221.698	7.944	36.439428	-94.754142
74347	91217402	221865	35.219	0.086	36.210521	-94.812213
74349	3593607	173645	1.387	0.067	36.517625	-95.037355
74350	15330806	682190	5.919	0.263	36.464374	-95.052113
74352	339136366	14034158	130.941	5.419	36.141914	-95.180396
74354	468226696	7139205	180.783	2.756	36.886136	-94.882511
74358	324483	0	0.125	0.	36.91786	-94.880655
74359	24191571	122	9.34	0.	36.173573	-94.792205
74360	16649329	46325	6.428	0.018	36.963522	-94.836064
74361	442731785	17545041	170.94	6.774	36.302767	-95.306842
74363	176206446	1104691	68.034	0.427	36.952476	-94.71491
74364	246322190	1677	95.106	0.001	36.196316	-94.948524
74365	185534104	16391915	71.635	6.329	36.293708	-95.071341
74366	95440678	7329379	36.85	2.83	36.390403	-95.046162
74367	47486083	4868617	18.334	1.88	36.416088	-95.112888
74368	2904801	0	1.122	0.	36.207553	-94.848541
74369	592566345	1028340	228.791	0.397	36.92462	-95.202002
74370	281650940	16805938	108.746	6.489	36.749784	-94.680364
74401	313510634	9928170	121.047	3.833	35.723076	-95.467661
74403	294664198	19652590	113.77	7.588	35.670516	-95.306945
74421	342625459	419008	132.288	0.162	35.762714	-96.042025
74422	169211428	2012799	65.333	0.777	35.62258	-95.704549
74423	141427187	12449217	54.605	4.807	35.672774	-95.191729
74425	42376225	6413557	16.362	2.476	35.170894	-95.641478
74426	573275270	77691483	221.343	29.997	35.451697	-95.530308
74427	102575326	12399068	39.605	4.787	35.677081	-94.886897
74428	157259112	3099330	60.718	1.197	35.569374	-95.637768
74429	224022670	4686995	86.496	1.81	35.955452	-95.627603
74430	16618176	2561087	6.416	0.989	35.126895	-95.661224
74431	9509801	53466	3.672	0.021	35.470903	-95.941708
74432	557007989	99647482	215.062	38.474	35.284422	-95.65932
74434	233381365	12465210	90.109	4.813	35.809549	-95.21087
74435	168490373	21952880	65.054	8.476	35.576616	-95.093838
74436	356151795	9476494	137.511	3.659	35.797413	-95.696981
74437	540392593	28100359	208.647	10.85	35.447854	-95.935795
74438	20232877	36561	7.812	0.014	35.544506	-95.758793
74441	359820875	22458122	138.928	8.671	35.976851	-95.145009
74442	155376388	10122742	59.991	3.908	35.131606	-95.833419
74445	212262663	573896	81.955	0.222	35.631467	-95.828602
74446	2634029	357665	1.017	0.138	35.849008	-95.315722
74447	595280977	7383435	229.839	2.851	35.640224	-96.001771
74450	185767457	178829	71.725	0.069	35.599877	-95.478178
74451	191180652	23076734	73.815	8.91	35.735256	-94.964139
74452	67431539	0	26.035	0.	36.120179	-95.06808
74454	282232542	7577127	108.971	2.926	35.854126	-95.516127
74455	296326641	9250396	114.412	3.572	35.361221	-95.261462
74456	3178407	0	1.227	0.	35.71124	-95.996987
74457	183265353	1200535	70.759	0.464	36.005973	-94.841439
74458	3521048	0	1.359	0.	35.883592	-95.591751
74459	4057847	0	1.567	0.	35.534456	-95.492191
74460	2316976	0	0.895	0.	35.507855	-95.956524
74462	642375070	34501317	248.022	13.321	35.29092	-95.164244
74463	5726223	17896	2.211	0.007	35.759528	-95.550283
74464	734440918	3602679	283.569	1.391	35.927971	-94.982454
74467	401583951	33257166	155.052	12.841	35.96749	-95.392917
74468	7798179	0	3.011	0.	35.612166	-95.56809
74469	112912620	334424	43.596	0.129	35.495106	-95.308333
74470	212920765	7623891	82.209	2.944	35.476717	-95.166878
74471	125039680	3628536	48.278	1.401	35.834204	-94.871883
74472	34804435	556327	13.438	0.215	35.249889	-95.268414
74477	94899	0	0.037	0.	36.003882	-95.266587
74501	1432778535	94142883	553.199	36.349	34.984203	-95.786716
74521	24722857	262355	9.546	0.101	34.654509	-95.088174
74522	2104819	0	0.813	0.	34.903586	-95.692961
74523	567009169	6354928	218.923	2.454	34.227051	-95.610937
74525	1081220102	27688427	417.461	10.691	34.336039	-96.068096
74528	87310747	710526	33.711	0.274	34.72012	-95.723961
74530	49766037	560731	19.215	0.216	34.436365	-96.494645
74531	333052378	2869066	128.592	1.108	34.885419	-96.251927
74533	107281985	568463	41.422	0.219	34.208012	-96.197011
74534	74934611	529803	28.932	0.205	34.61523	-96.367738
74535	16303268	11317	6.295	0.004	34.484118	-96.444883
74536	741869107	52577912	286.437	20.3	34.582807	-95.42299
74538	932595903	9093781	360.077	3.511	34.582143	-96.25896
74540	103025306	402363	39.778	0.155	34.571036	-95.708133
74543	348953258	1394161	134.732	0.538	34.37055	-95.437629
74546	4141964	134722	1.599	0.052	34.858706	-95.579631
74547	269857741	5068595	104.193	1.957	34.810079	-95.613824
74549	99527915	505331	38.428	0.195	34.562468	-94.894185
74552	256172109	1934834	98.909	0.747	35.120722	-95.242724
74553	188350446	1539430	72.723	0.594	34.71336	-95.925331
74554	12282473	58419	4.742	0.023	34.921188	-95.71071
74555	169900721	896272	65.599	0.346	34.249162	-95.964544
74556	40572032	791014	15.665	0.305	34.464259	-96.179638
74557	334781742	1922468	129.26	0.742	34.387277	-95.698212
74558	218856739	1912603	84.501	0.738	34.50478	-95.165928
74560	561327290	2387338	216.73	0.922	34.648749	-95.760132
74561	348362260	497286	134.503	0.192	35.130293	-95.415199
74562	418256125	2377519	161.49	0.918	34.296	-95.285523
74563	488957940	2642223	188.788	1.02	34.969955	-95.072632
74565	30300118	43229	11.699	0.017	34.802192	-95.845244
74567	142510307	592346	55.024	0.229	34.426298	-95.392805
74569	518415985	2082491	200.162	0.804	34.477288	-95.924577
74570	397617555	1736627	153.521	0.671	34.862799	-96.100965
74571	861053377	3955804	332.455	1.527	34.717269	-94.978738
74572	111146915	894696	42.914	0.345	34.644404	-96.428447
74574	377425001	7259165	145.725	2.803	34.68905	-95.290383
74576	122401237	753300	47.259	0.291	34.656757	-96.03704
74577	19551721	197556	7.549	0.076	34.674841	-94.808016
74578	859898238	6258641	332.009	2.416	34.906147	-95.341662
74601	445717627	4595193	172.093	1.774	36.702158	-97.148862
74604	348271069	14934226	134.468	5.766	36.701928	-96.982361
74630	275933243	381029	106.538	0.147	36.512112	-97.433506
74631	246317601	135561	95.104	0.052	36.792993	-97.305199
74632	284681386	1095113	109.916	0.423	36.938862	-97.338198
74633	243961616	17539159	94.194	6.772	36.710214	-96.776634
74636	135541681	0	52.333	0.	36.817796	-97.522275
74637	485439495	4964588	187.429	1.917	36.567632	-96.661624
74640	156285737	524281	60.342	0.202	36.551638	-97.651364
74641	44872311	26251621	17.325	10.136	36.807658	-96.890432
74643	282665319	1567432	109.138	0.605	36.655037	-97.575123
74644	199672038	4024987	77.094	1.554	36.552865	-97.098274
74646	148937493	52394	57.505	0.02	36.832439	-97.441607
74647	791552643	12752520	305.62	4.924	36.9181	-96.994561
74650	366891768	12850890	141.658	4.962	36.487614	-96.750312
74651	385059447	12952976	148.672	5.001	36.468416	-97.173257
74652	621770062	10084745	240.067	3.894	36.859145	-96.644047
74653	305500387	3033193	117.954	1.171	36.649337	-97.350509
74701	456365556	9262082	176.204	3.576	34.006822	-96.378921
74720	33544387	244296	12.952	0.094	33.831463	-96.371671
74722	40127270	215569	15.493	0.083	34.379582	-94.898278
74723	518435948	7688946	200.169	2.969	33.992941	-96.017164
74724	82916084	130778	32.014	0.05	34.346276	-94.86133
74726	392419682	3417673	151.514	1.32	33.941237	-96.174339
74727	513782111	5931237	198.372	2.29	34.018742	-95.85876
74728	1026473514	32647796	396.324	12.605	34.150313	-94.802807
74729	401264276	2617393	154.929	1.011	34.146808	-96.254066
74730	164321394	3147333	63.445	1.215	33.912288	-96.4311
74731	33678235	450738	13.003	0.174	33.874342	-96.561202
74733	123381240	5308704	47.638	2.05	33.822346	-96.481884
74734	410190669	12039864	158.376	4.649	34.102246	-94.54251
74735	411632332	4060926	158.932	1.568	34.096917	-95.247451
74736	170344175	6462443	65.77	2.495	33.932171	-94.996817
74738	82993191	6325348	32.044	2.442	33.895691	-95.443392
74740	667147045	17999980	257.587	6.95	33.767393	-94.597149
74741	206723427	10889891	79.816	4.205	33.79248	-96.328328
74743	568262859	37481574	219.408	14.472	34.008426	-95.494469
74745	440145037	10777079	169.941	4.161	33.859098	-94.816353
74747	1103117	8652	0.426	0.003	33.776612	-96.357326
74748	100729866	867497	38.892	0.335	34.15098	-96.39892
74750	13344920	62818	5.153	0.024	33.965194	-95.020642
74753	181566	0	0.07	0.	33.907922	-96.536572
74754	137206144	7119029	52.976	2.749	34.197935	-95.13437
74755	18861232	2204306	7.282	0.851	34.134683	-95.114767
74756	124009926	21617599	47.881	8.347	34.08451	-95.374012
74759	357538006	3146675	138.046	1.215	34.056297	-95.719572
74760	51162933	1605199	19.754	0.62	34.163146	-95.355768
74761	3870239	24654	1.494	0.01	34.005089	-95.200867
74764	342319967	11756350	132.17	4.539	34.046949	-95.095563
74766	278887247	3003734	107.679	1.16	34.143876	-94.980172
74801	197010437	4332305	76.066	1.673	35.315129	-96.969671
74804	242264175	493799	93.539	0.191	35.391465	-96.921469
74820	796127678	6628839	307.387	2.559	34.788674	-96.715184
74824	95550376	677026	36.892	0.261	35.888506	-96.871285
74825	363547653	2009247	140.367	0.776	34.817841	-96.409973
74826	208417491	1787774	80.47	0.69	35.021029	-96.887141
74827	95531216	1180486	36.885	0.456	34.939752	-96.343385
74829	122754507	1417109	47.396	0.547	35.517014	-96.472326
74830	4213725	0	1.627	0.	35.143879	-96.66497
74831	204251132	4615131	78.862	1.782	34.908121	-97.059948
74832	72448643	377929	27.973	0.146	35.828769	-97.006776
74833	129162373	1293348	49.87	0.499	35.570796	-96.412186
74834	495671502	9363722	191.38	3.615	35.701353	-96.884595
74836	90112773	165608	34.793	0.064	34.466696	-96.705528
74837	6645041	37974	2.566	0.015	35.362985	-96.449344
74839	195897887	2358858	75.637	0.911	35.241382	-96.032446
74840	154225613	211146	59.547	0.082	35.252916	-96.798752
74842	18487690	43247	7.138	0.017	34.625589	-96.613712
74843	75270278	22458	29.062	0.009	34.65702	-96.728623
74844	6656274	2477	2.57	0.001	34.867894	-96.568447
74845	262730560	5236149	101.441	2.022	35.24932	-95.888346
74848	656923204	11590661	253.639	4.475	35.078885	-96.361566
74849	318041639	9786900	122.797	3.779	34.978391	-96.735519
74850	149395646	1651541	57.682	0.638	35.109686	-96.10715
74851	220699738	3078453	85.213	1.189	35.426238	-97.081953
74852	188189995	273557	72.661	0.106	35.12394	-97.008872
74854	198650375	1758606	76.699	0.679	35.108543	-96.749097
74855	277513306	4797727	107.148	1.852	35.519045	-96.898554
74856	323219619	1746251	124.796	0.674	34.421746	-96.807482
74857	156309876	1121691	60.352	0.433	35.336799	-97.19679
74859	776985379	13758517	299.996	5.312	35.456479	-96.321622
74860	250176785	2683860	96.594	1.036	35.531903	-96.569823
74864	292678777	3322572	113.004	1.283	35.495593	-96.710043
74865	421562016	915765	162.766	0.354	34.602134	-96.803612
74867	217873927	2979196	84.122	1.15	34.970304	-96.563479
74868	551091943	2162507	212.778	0.835	35.278531	-96.644613
74869	137493767	4598880	53.087	1.776	35.601184	-96.760037
74871	440353562	3316712	170.021	1.281	34.605109	-96.544061
74872	374200715	7621446	144.48	2.943	34.771696	-96.988016
74873	383961674	932970	148.248	0.36	35.22078	-96.969637
74875	126071765	351731	48.677	0.136	35.877055	-96.96959
74878	306510040	2784673	118.344	1.075	35.004771	-97.069829
74880	285294022	4044588	110.153	1.562	35.377444	-96.119784
74881	399882488	2401724	154.395	0.927	35.714361	-97.079617
74883	457387718	8986110	176.598	3.47	35.219684	-96.225558
74884	345628336	4806741	133.448	1.856	35.190556	-96.515468
74901	30859436	590668	11.915	0.228	35.367066	-94.441795
74902	78619880	754017	30.355	0.291	35.242852	-94.490337
74930	189260640	724817	73.074	0.28	35.18348	-94.776318
74931	211885868	721312	81.81	0.279	35.698852	-94.740242
74932	203188161	1911808	78.451	0.738	35.145602	-94.535377
74935	29586470	47272	11.423	0.018	34.949759	-94.896391
74936	63449569	3442839	24.498	1.329	35.376865	-94.724464
74937	536427925	4875816	207.116	1.883	34.817524	-94.587454
74939	386872095	2229504	149.372	0.861	34.729805	-94.632473
74940	159237556	6369327	61.482	2.459	34.953637	-94.622427
74941	291448212	69187712	112.529	26.714	35.287754	-94.883911
74942	4250809	61481	1.641	0.024	34.900554	-94.978935
74943	34693178	8200	13.395	0.003	35.072012	-95.079967
74944	305877846	2168240	118.1	0.837	35.13937	-94.98992
74945	63419068	513232	24.486	0.198	35.599476	-94.809421
74946	8403309	1671215	3.245	0.645	35.39245	-94.454714
74948	565222364	11178784	218.234	4.316	35.467998	-94.568927
74949	73436150	799368	28.354	0.309	34.660972	-94.752143
74951	16251435	617679	6.275	0.238	35.170062	-94.657552
74953	356096547	2152346	137.49	0.831	35.04344	-94.61042
74954	46928869	423081	18.119	0.163	35.425015	-94.502571
74955	514702556	44007651	198.728	16.991	35.496424	-94.748101
74956	106868407	447446	41.262	0.173	35.109713	-94.769089
74957	606321177	1531999	234.102	0.592	34.523791	-94.655141
74959	251344280	10474256	97.045	4.044	35.270912	-94.623306
74960	782563437	4074107	302.149	1.573	35.810426	-94.650548
74962	371148853	30485337	143.301	11.77	35.544019	-94.940814
74963	195782555	2520938	75.592	0.973	34.400244	-94.579745
74964	195581434	2165231	75.514	0.836	36.111948	-94.658801
74965	290735784	1843859	112.254	0.712	35.99654	-94.631092
74966	594552880	11347351	229.558	4.381	34.917644	-94.865138
75001	9915172	8702	3.828	0.003	32.960047	-96.838522
75002	96347638	5289260	37.2	2.042	33.089854	-96.6086
75006	43513857	846029	16.801	0.327	32.962141	-96.898585
75007	30430355	314310	11.749	0.121	33.005262	-96.896742
75009	247632938	3711938	95.612	1.433	33.338899	-96.752977
75010	20933289	168897	8.082	0.065	33.049963	-96.873013
75013	38950564	159239	15.039	0.061	33.114327	-96.693964
75019	44145286	2602043	17.045	1.005	32.963417	-96.984664
75020	162042853	12679987	62.565	4.896	33.770785	-96.604061
75021	155872773	157711	60.183	0.061	33.727114	-96.470771
75022	49742545	5329118	19.206	2.058	33.03489	-97.124906
75023	24400651	29165	9.421	0.011	33.056789	-96.730859
75024	32830864	294251	12.676	0.114	33.075422	-96.802686
75025	24221813	117765	9.352	0.045	33.090085	-96.740008
75028	39311016	161140	15.178	0.062	33.03271	-97.06007
75032	132886253	21656669	51.308	8.362	32.857112	-96.43121
75034	129540057	10223981	50.016	3.948	33.149434	-96.860974
75035	61166795	218773	23.617	0.084	33.157388	-96.778665
75038	34609913	104199	13.363	0.04	32.874776	-96.996862
75039	13610660	888389	5.255	0.343	32.885608	-96.942654
75040	40538558	17014	15.652	0.007	32.928902	-96.619782
75041	20725020	4329	8.002	0.002	32.880196	-96.651555
75042	19379179	2357	7.482	0.001	32.911702	-96.674838
75043	37699963	13437588	14.556	5.188	32.857447	-96.575798
75044	27789353	175910	10.73	0.068	32.964609	-96.649688
75048	27167941	315032	10.49	0.122	32.969015	-96.579523
75050	64129555	654878	24.761	0.253	32.773069	-97.005227
75051	31460571	6306161	12.147	2.435	32.729439	-96.996469
75052	67747019	4936647	26.157	1.906	32.664684	-97.029478
75054	14004843	2486689	5.407	0.96	32.59121	-97.039429
75056	65358960	15706635	25.235	6.064	33.070183	-96.917762
75057	26380331	6160690	10.186	2.379	33.050725	-96.974623
75058	148996263	1461917	57.528	0.564	33.450768	-96.742245
75060	34318535	786829	13.25	0.304	32.796483	-96.954806
75061	29974781	82661	11.573	0.032	32.825907	-96.966915
75062	28453575	230562	10.986	0.089	32.84737	-96.957871
75063	39344725	332132	15.191	0.128	32.920035	-96.984164
75065	20594719	20161408	7.952	7.784	33.11034	-97.00545
75067	34405506	240930	13.284	0.093	33.013747	-97.000171
75068	70936370	19853701	27.389	7.666	33.172654	-96.9517
75069	82911475	1807149	32.012	0.698	33.178236	-96.590218
75070	61863699	605716	23.886	0.234	33.171698	-96.695086
75071	204184448	2240768	78.836	0.865	33.245816	-96.63072
75074	42755885	133528	16.508	0.052	33.031561	-96.673164
75075	25527052	16552	9.856	0.006	33.021268	-96.741558
75076	128864138	23107837	49.755	8.922	33.800692	-96.726011
75077	36196296	3506533	13.975	1.354	33.081178	-97.060925
75078	84851299	601843	32.761	0.232	33.241332	-96.812388
75080	29581371	45524	11.421	0.018	32.976063	-96.74208
75081	23899297	10744	9.228	0.004	32.948918	-96.709719
75082	20313454	177985	7.843	0.069	32.991567	-96.662949
75087	67888125	24645226	26.212	9.516	32.942177	-96.452525
75088	23624675	7394466	9.122	2.855	32.897817	-96.550352
75089	28844628	968339	11.137	0.374	32.936586	-96.551566
75090	199215460	117731	76.918	0.045	33.604131	-96.550405
75092	293537166	1076454	113.335	0.416	33.652066	-96.700263
75093	36546175	315808	14.111	0.122	33.034224	-96.811608
75094	18069790	37434	6.977	0.014	33.021794	-96.615481
75098	85526007	20315829	33.022	7.844	33.012135	-96.534936
75101	2130983	0	0.823	0.	32.270032	-96.702494
75102	157209925	1547624	60.699	0.598	32.057938	-96.632547
75103	516410170	8410015	199.387	3.247	32.51693	-95.883547
75104	101255325	640719	39.095	0.247	32.584814	-96.972312
75105	133027780	1938590	51.362	0.748	32.26301	-96.387663
75109	301192347	70923407	116.291	27.384	32.042784	-96.343754
75110	388400096	3439813	149.962	1.328	32.084614	-96.527768
