technology_id,set_id
85,5588
136,5589
73,5590
136,5591
79,5592
85,5592
85,5593
75,5594
86,5595
83,5596
12,5597
79,5598
127,5599
139,5600
137,5601
85,5602
86,5603
82,5604
83,5605
138,5606
91,5607
101,5608
100,5609
84,5610
111,5611
138,5613
101,5614
83,5622
12,5624
9,5625
9,5626
9,5627
85,5628
85,5629
85,5630
85,5631
9,5632
9,5633
9,5634
2,5635
3,5635
83,5638
79,5639
85,5640
91,5642
95,5643
79,5644
137,5648
91,5649
85,5650
86,5650
83,5651
12,5652
79,5653
76,5654
82,5656
91,5657
85,5658
79,5659
108,5660
2,5661
3,5661
2,5662
3,5662
2,5663
3,5663
76,5664
136,5665
79,5668
95,5673
73,5674
84,5675
79,5676
204,5676
12,5677
85,5678
137,5679
139,5680
137,5682
79,5683
12,5684
85,5685
12,5686
85,5687
86,5688
82,5690
101,5691
80,5694
137,5695
204,5698
96,5699
111,5700
110,5701
79,5702
79,5703
85,5704
12,5705
91,5706
79,5707
136,5708
86,5709
79,5712
91,5715
86,5716
94,5717
114,5718
85,5719
79,5720
91,5721
204,5722
79,5723
91,5726
95,5728
85,5730
79,5731
91,5732
137,5733
79,5735
8,5736
117,5736
85,5737
86,5740
85,5741
12,5742
94,5743
95,5744
91,5745
75,5747
137,5748
91,5749
79,5750
7,5751
94,5752
85,5753
94,5753
96,5753
97,5753
75,5754
85,5755
12,5756
79,5757
96,5760
85,5761
91,5763
95,5764
110,5765
80,5766
96,5767
79,5768
83,5769
91,5770
84,5771
91,5772
83,5773
120,5774
109,5775
85,5776
79,5777
75,5778
91,5779
2,5780
79,5781
81,5783
137,5783
79,5784
75,5786
91,5787
76,5788
76,5789
137,5790
2,5794
85,5795
79,5796
95,5797
114,5797
79,5798
73,5799
85,5801
94,5802
109,5803
114,5804
96,5805
97,5806
94,5807
91,5808
73,5809
79,5810
114,5811
114,5812
97,5813
85,5815
109,5816
79,5821
114,5823
77,5824
79,5825
136,5826
79,5828
101,5829
81,5830
85,5831
75,5832
79,5833
91,5834
86,5835
204,5836
109,5837
86,5838
205,5839
79,5840
114,5841
204,5842
79,5843
95,5844
95,5845
136,5846
80,5847
2,5848
86,5849
2,5850
95,5851
96,5852
93,5853
85,5854
86,5855
91,5856
79,5857
2,5858
12,5859
79,5860
91,5861
79,5862
81,5863
80,5864
137,5864
79,5865
75,5866
12,5868
85,5868
86,5868
204,5868
85,5869
86,5870
79,5871
79,5872
86,5873
85,5874
75,5875
73,5876
76,5877
136,5878
79,5879
91,5880
90,5881
110,5881
91,5882
94,5883
91,5884
73,5885
86,5886
85,5887
136,5888
86,5889
204,5891
99,5893
96,5895
79,5897
80,5898
137,5898
80,5899
79,5900
85,5901
82,5902
83,5903
85,5904
79,5907
7,5908
7,5909
7,5910
91,5912
79,5913
86,5914
91,5915
86,5916
86,5917
73,5918
136,5919
76,5920
79,5921
85,5921
85,5922
79,5923
85,5923
12,5924
85,5925
96,5926
97,5926
95,5927
94,5928
86,5929
2,5930
79,5931
85,5931
79,5932
79,5933
85,5933
204,5934
109,5935
76,5936
136,5939
86,5940
109,5941
79,5942
100,5943
100,5944
76,5945
86,5946
75,5947
75,5948
79,5949
138,5955
79,5956
86,5958
79,5961
94,5964
85,5965
95,5966
96,5967
91,5968
79,5969
96,5970
94,5971
135,5972
2,5973
24,5973
95,5974
101,5975
114,5976
96,5977
82,5978
95,5982
99,5983
83,5985
94,5986
2,5988
79,5989
85,5990
73,5991
109,5992
128,5993
100,5994
90,5995
91,5996
109,5997
91,5998
91,5999
91,6000
85,6001
86,6001
83,6002
84,6003
91,6004
85,6005
79,6006
73,6007
91,6008
95,6009
85,6011
79,6012
110,6013
86,6014
120,6015
85,6016
100,6017
101,6018
136,6019
139,6020
91,6021
101,6022
73,6023
79,6024
95,6025
96,6026
127,6027
91,6028
85,6029
110,6030
100,6031
96,6032
83,6034
84,6035
79,6037
138,6038
76,6039
85,6040
91,6041
12,6042
73,6043
74,6044
75,6045
79,6046
85,6047
111,6048
80,6049
137,6049
85,6050
86,6051
94,6052
114,6053
136,6054
91,6055
85,6056
86,6057
91,6058
95,6059
114,6059
79,6060
85,6060
138,6061
138,6062
101,6063
83,6064
84,6064
73,6065
79,6066
96,6067
114,6068
111,6069
111,6070
2,6071
2,6072
75,6073
86,6074
73,6075
91,6076
79,6077
204,6078
136,6079
94,6080
91,6081
80,6082
137,6083
128,6084
91,6085
77,6086
90,6088
91,6089
91,6090
77,6091
96,6092
204,6093
91,6094
73,6095
77,6096
85,6097
91,6098
95,6099
99,6100
81,6101
85,6102
79,6103
82,6104
91,6105
75,6106
110,6107
85,6108
80,6109
86,6110
91,6111
126,6112
91,6113
86,6114
85,6115
91,6116
80,6117
137,6118
100,6119
108,6120
110,6121
137,6122
73,6123
79,6124
110,6125
101,6126
91,6127
207,6130
207,6131
75,6132
110,6133
137,6134
12,6135
77,6136
207,6137
207,6138
7,6139
7,6140
94,6141
86,6142
91,6143
91,6144
138,6145
91,6146
74,6147
78,6148
101,6149
108,6150
126,6151
91,6152
109,6153
83,6154
85,6155
79,6156
138,6157
73,6158
79,6159
91,6160
91,6161
79,6162
138,6163
2,6164
24,6164
83,6165
84,6166
96,6167
95,6168
79,6169
138,6170
2,6171
24,6171
83,6172
84,6173
96,6174
85,6175
110,6176
2,6177
79,6178
91,6179
138,6180
83,6181
84,6181
91,6182
109,6183
78,6184
90,6185
85,6186
94,6187
95,6187
85,6188
85,6189
94,6190
95,6190
109,6191
12,6192
82,6193
90,6194
83,6195
84,6196
91,6197
84,6198
83,6199
94,6200
95,6200
91,6201
136,6202
126,6203
120,6204
86,6205
95,6206
76,6207
136,6208
101,6209
91,6210
91,6211
75,6212
81,6213
126,6214
101,6215
79,6216
91,6217
100,6218
90,6219
73,6220
12,6221
83,6222
97,6223
79,6224
94,6225
95,6225
91,6226
12,6227
79,6228
91,6229
73,6230
74,6230
76,6231
75,6232
79,6233
205,6234
201,6235
136,6236
137,6237
110,6238
94,6239
95,6240
91,6241
110,6242
7,6243
75,6244
7,6245
12,6246
86,6247
137,6248
74,6249
73,6250
75,6251
81,6252
80,6253
81,6253
137,6253
80,6254
93,6254
95,6254
96,6254
97,6254
100,6255
74,6256
83,6257
78,6258
12,6259
79,6260
85,6261
86,6262
12,6263
79,6264
94,6265
86,6266
85,6267
82,6268
90,6269
120,6270
139,6270
100,6271
101,6272
110,6273
79,6274
83,6275
91,6276
78,6277
120,6278
95,6279
101,6280
110,6281
80,6282
109,6283
80,6284
74,6285
75,6285
120,6286
91,6287
86,6288
100,6289
137,6290
97,6291
12,6292
90,6293
96,6294
86,6295
85,6296
83,6297
85,6298
12,6299
12,6300
83,6301
84,6301
100,6302
90,6303
74,6304
92,6305
96,6306
110,6307
126,6308
92,6309
79,6310
80,6311
137,6311
92,6312
126,6313
92,6314
126,6315
100,6316
101,6317
92,6318
86,6319
100,6320
7,6321
85,6322
12,6323
74,6324
120,6325
12,6326
86,6327
92,6328
100,6329
79,6330
96,6331
101,6332
85,6333
86,6333
83,6334
91,6335
120,6336
79,6337
91,6338
12,6339
80,6339
82,6339
85,6339
86,6339
90,6339
100,6339
101,6339
108,6339
111,6339
120,6339
127,6339
204,6339
101,6340
137,6341
81,6342
90,6343
84,6344
7,6345
7,6346
73,6347
74,6348
79,6349
138,6350
91,6351
73,6352
74,6353
83,6354
84,6355
91,6356
79,6357
138,6358
73,6359
74,6360
76,6361
100,6362
138,6363
84,6364
85,6365
81,6366
101,6367
75,6368
139,6368
120,6369
126,6370
139,6371
74,6372
127,6373
85,6374
12,6375
79,6376
79,6377
138,6378
12,6379
85,6379
83,6380
85,6381
79,6382
138,6382
80,6383
137,6383
12,6384
82,6385
84,6386
137,6387
81,6388
83,6389
75,6390
126,6391
79,6392
85,6393
110,6394
80,6395
137,6395
81,6396
78,6397
88,6398
74,6399
80,6400
83,6401
84,6402
86,6403
83,6404
85,6405
138,6406
76,6407
91,6408
100,6409
207,6410
74,6411
127,6412
91,6413
86,6414
96,6415
86,6416
80,6417
137,6417
91,6418
73,6419
12,6420
81,6421
97,6422
126,6423
128,6424
74,6425
127,6426
75,6427
73,6428
95,6429
96,6430
204,6431
101,6432
204,6432
79,6433
85,6434
12,6435
85,6436
3,6437
79,6438
84,6439
83,6440
127,6441
109,6442
81,6443
73,6444
76,6445
100,6446
79,6447
88,6448
136,6449
91,6450
76,6451
79,6452
75,6453
91,6454
86,6455
97,6456
96,6457
78,6458
80,6458
93,6458
96,6458
97,6458
75,6459
73,6460
137,6461
12,6462
86,6463
96,6464
97,6465
114,6466
12,6467
85,6468
91,6470
138,6471
79,6472
83,6473
84,6474
96,6475
2,6476
83,6477
78,6478
95,6479
24,6480
95,6481
137,6482
83,6483
84,6484
79,6485
138,6486
86,6487
85,6488
94,6489
96,6490
97,6491
75,6492
74,6493
76,6494
91,6495
83,6496
79,6497
138,6498
109,6499
79,6500
83,6501
84,6502
91,6503
127,6504
89,6505
80,6506
137,6507
81,6508
86,6509
82,6510
100,6511
101,6512
85,6513
109,6514
126,6515
127,6516
85,6517
86,6517
82,6518
110,6519
138,6520
83,6521
138,6522
79,6523
91,6524
120,6525
85,6526
79,6527
111,6528
85,6529
79,6530
111,6531
7,6532
85,6533
80,6534
81,6535
23,6536
81,6537
127,6538
126,6539
139,6540
136,6541
108,6542
85,6543
86,6543
91,6544
96,6545
110,6546
23,6547
127,6548
126,6549
139,6550
136,6551
108,6552
85,6553
86,6553
91,6554
96,6555
110,6556
83,6557
84,6557
91,6558
127,6559
75,6560
74,6561
73,6562
76,6563
126,6564
96,6565
85,6566
86,6566
12,6567
82,6568
81,6569
7,6570
84,6571
137,6572
81,6573
100,6574
89,6575
78,6576
91,6577
94,6578
86,6579
91,6580
7,6581
100,6582
80,6583
81,6583
91,6584
7,6585
12,6586
91,6587
91,6588
74,6589
73,6590
75,6591
76,6592
79,6593
100,6594
83,6595
85,6596
12,6597
83,6598
84,6599
138,6600
96,6601
138,6602
91,6603
2,6604
24,6604
2,6605
24,6605
83,6606
96,6607
101,6608
79,6609
138,6610
74,6611
73,6612
87,6613
79,6614
91,6615
74,6616
100,6617
101,6618
110,6619
91,6620
91,6621
86,6622
136,6623
85,6624
100,6625
136,6626
79,6627
73,6628
91,6629
12,6630
81,6631
7,6632
85,6633
91,6634
91,6635
96,6636
97,6637
80,6638
109,6639
12,6640
12,6641
95,6642
96,6643
85,6644
83,6645
84,6646
79,6647
86,6648
137,6649
81,6650
91,6651
95,6652
96,6653
101,6654
85,6655
80,6656
86,6657
85,6658
12,6659
91,6660
85,6661
12,6662
109,6663
91,6664
137,6665
85,6666
137,6667
107,6668
86,6669
85,6670
12,6671
80,6672
79,6673
100,6674
83,6675
100,6675
84,6676
100,6676
91,6677
12,6678
12,6679
91,6680
114,6681
94,6682
83,6683
84,6684
91,6685
85,6686
79,6687
73,6688
75,6689
12,6690
109,6691
73,6692
75,6693
79,6694
91,6695
100,6696
101,6697
92,6698
110,6699
79,6700
79,6701
12,6702
83,6703
91,6704
79,6705
91,6706
135,6709
2,6710
7,6711
91,6712
80,6713
83,6713
94,6713
95,6713
91,6714
79,6715
85,6716
77,6717
86,6718
137,6719
99,6720
96,6721
136,6722
91,6723
95,6724
100,6725
91,6726
86,6729
137,6730
12,6731
79,6732
94,6733
138,6734
86,6735
136,6736
109,6737
94,6738
73,6739
91,6740
95,6741
82,6742
136,6743
101,6744
75,6745
126,6746
96,6747
97,6747
110,6748
109,6749
91,6750
92,6751
80,6752
79,6753
96,6754
208,6755
79,6756
101,6757
79,6758
83,6759
84,6759
109,6760
207,6761
136,6762
12,6763
85,6763
